video_id,title,show_name,file_source,original_date,manual_year,manual_month,manual_day,manual_notes,original_year,original_month,original_day
0uX0Y5wVxc8,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2025-05-02T11:37:28Z,NA,NA,NA,NA,2025,5,2
1zOBJSfUJ28,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2025-02-13T16:24:27Z,NA,NA,NA,NA,2025,2,13
tyysVlhoGgU,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-12-13T16:48:35Z,NA,NA,NA,NA,2024,12,13
ru5kT6XBnHo,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-12-13T12:19:46Z,NA,NA,NA,NA,2024,12,13
mVaUBXxYTfE,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-12-06T13:14:01Z,NA,NA,NA,NA,2024,12,6
Xw48HIhW-8w,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-10-25T15:16:30Z,NA,NA,NA,NA,2024,10,25
v8EsXUSQD8I,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-10-23T15:38:26Z,NA,NA,NA,NA,2024,10,23
ZBzpvAg_ed0,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-08-02T13:16:43Z,NA,NA,NA,NA,2024,8,2
XVpqipimCjI,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-07-29T11:56:23Z,NA,NA,NA,NA,2024,7,29
1EG5SNj5yys,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-07-16T10:22:10Z,NA,NA,NA,NA,2024,7,16
XJSGAUv1_tc,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-06-14T10:31:03Z,NA,NA,NA,NA,2024,6,14
TvYcrWqDRRk,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-04-25T10:19:23Z,NA,NA,NA,NA,2024,4,25
6Jhkb2-gtZM,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-04-24T10:15:52Z,NA,NA,NA,NA,2024,4,24
6YJJyrBtj4w,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-04-23T10:30:57Z,NA,NA,NA,NA,2024,4,23
h8okgDMPAFU,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-04-19T10:47:41Z,NA,NA,NA,NA,2024,4,19
a0B8WsjvgVw,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-04-09T10:25:32Z,NA,NA,NA,NA,2024,4,9
rSjL4wDdnLA,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-04-05T10:19:00Z,NA,NA,NA,NA,2024,4,5
dPUHv71JB1w,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-04-04T10:30:35Z,NA,NA,NA,NA,2024,4,4
PUUBHYl2UrI,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-03-19T15:20:59Z,NA,NA,NA,NA,2024,3,19
62YhY3GG6O8,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2024-03-08T11:03:34Z,NA,NA,NA,NA,2024,3,8
yUodX1xWOWM,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2023-11-08T13:31:08Z,NA,NA,NA,NA,2023,11,8
ztQt7YZQeRA,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2023-11-02T10:00:44Z,NA,NA,NA,NA,2023,11,2
O4HwNOTvDws,Private video,Bloomberg_Brief,Bloomberg_Brief.csv,2023-10-04T10:20:53Z,NA,NA,NA,NA,2023,10,4
mPeEQ0gebps,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-12-03T09:40:44Z,NA,NA,NA,NA,2024,12,3
tkGON9ZVvDU,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-11-15T08:22:20Z,NA,NA,NA,NA,2024,11,15
NDhMnX6Zzc8,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-10-30T08:43:41Z,NA,NA,NA,NA,2024,10,30
IOd1cl8FLng,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-10-30T08:14:43Z,NA,NA,NA,NA,2024,10,30
RrUFxqTFHFg,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-09-25T09:47:44Z,NA,NA,NA,NA,2024,9,25
NuAflKpKvPY,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-09-09T11:47:20Z,NA,NA,NA,NA,2024,9,9
g1dKTB-MgVY,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-08-16T08:00:28Z,NA,NA,NA,NA,2024,8,16
quMs2ytXTyY,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-08-05T08:09:28Z,NA,NA,NA,NA,2024,8,5
81EeJPJBSgg,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-08-05T05:44:35Z,NA,NA,NA,NA,2024,8,5
ehTrgmuuJio,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-07-12T08:14:21Z,NA,NA,NA,NA,2024,7,12
qSubHntkvRc,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-07-03T05:55:41Z,NA,NA,NA,NA,2024,7,3
JYG04r5RlUI,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-07-02T06:27:28Z,NA,NA,NA,NA,2024,7,2
hR2oKF0sD6Q,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-06-19T06:06:35Z,NA,NA,NA,NA,2024,6,19
oKjEKZ_xxOA,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-06-19T05:51:12Z,NA,NA,NA,NA,2024,6,19
3s-_72iwoi8,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-06-14T09:13:39Z,NA,NA,NA,NA,2024,6,14
B9cXiDldsrY,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-06-13T10:26:34Z,NA,NA,NA,NA,2024,6,13
bAwdZ1GHyOk,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-05-15T07:37:04Z,NA,NA,NA,NA,2024,5,15
Mb325N6c1QA,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-05-02T07:48:53Z,NA,NA,NA,NA,2024,5,2
2bdRPD1x7Zw,Private video,Bloomberg_Daybreak_Europe,Bloomberg_Daybreak_Europe.csv,2024-04-25T07:57:23Z,NA,NA,NA,NA,2024,4,25
i_g-QKW-Kmo,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-03-07T18:39:57Z,NA,NA,NA,NA,2025,3,7
v7RRverfQEg,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-02-28T15:58:31Z,NA,NA,NA,NA,2025,2,28
KarsVIO4YKs,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-01-29T17:27:36Z,NA,NA,NA,NA,2025,1,29
b8sSA3vtfgo,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-01-13T18:52:37Z,NA,NA,NA,NA,2025,1,13
xgIGaS78bCM,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-12-03T15:26:27Z,NA,NA,NA,NA,2024,12,3
ymgMi8csa5w,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-10-16T15:21:26Z,NA,NA,NA,NA,2024,10,16
f0aUPqQoQsM,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-09-13T14:25:26Z,NA,NA,NA,NA,2024,9,13
ZZzjPWrwn4E,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-07-12T14:45:07Z,NA,NA,NA,NA,2024,7,12
CxISRLDCyps,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-07-12T14:43:07Z,NA,NA,NA,NA,2024,7,12
thDWGe02U0s,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-07-12T14:41:30Z,NA,NA,NA,NA,2024,7,12
M4uDxKumcc0,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-10-11T19:53:05Z,NA,NA,NA,NA,2024,10,11
NnB_yq6zLZo,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-11-26T15:31:55Z,NA,NA,NA,NA,2024,11,26
UKOfdNcLOF0,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2024-11-26T16:00:03Z,NA,NA,NA,NA,2024,11,26
NRTT8y6PmyU,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-03-10T16:54:54Z,NA,NA,NA,NA,2025,3,10
ZZGdJb7hQ9A,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-03-12T15:40:42Z,NA,NA,NA,NA,2025,3,12
diDO4Fv3b4c,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-03-12T15:45:30Z,NA,NA,NA,NA,2025,3,12
H0GtTx5qL5g,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-03-13T15:46:47Z,NA,NA,NA,NA,2025,3,13
FN9OMmOoqes,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-03-13T15:59:38Z,NA,NA,NA,NA,2025,3,13
NBqNyvFJ7Tk,Private video,Bloomberg_Open_Interest,Bloomberg_Open_Interest.csv,2025-03-13T17:42:22Z,NA,NA,NA,NA,2025,3,13
My1Zjr0998I,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2025-04-07T15:47:27Z,NA,NA,NA,NA,2025,4,7
ULhkcyeKG5c,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-08-02T15:37:26Z,NA,NA,NA,NA,2024,8,2
oaQEQADm04Y,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-07-26T16:19:16Z,NA,NA,NA,NA,2024,7,26
wpLjyIh5Grg,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-07-02T15:51:43Z,NA,NA,NA,NA,2024,7,2
bRRJdUXz4WU,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-06-10T15:12:38Z,NA,NA,NA,NA,2024,6,10
ELMvzTjYvNM,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-06-06T15:23:57Z,NA,NA,NA,NA,2024,6,6
zKb1LZ9CzjY,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-05-23T16:38:58Z,NA,NA,NA,NA,2024,5,23
7aAbGRNAUk8,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-05-03T16:57:13Z,NA,NA,NA,NA,2024,5,3
0hrPVfJUjEY,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-06-26T19:02:41Z,NA,NA,NA,NA,2024,6,26
NNGye--YM2k,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-07-23T15:30:57Z,NA,NA,NA,NA,2024,7,23
8xCMn8_JS5Y,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2024-11-13T18:03:08Z,NA,NA,NA,NA,2024,11,13
Sjxap0S1pyA,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2025-01-31T18:22:12Z,NA,NA,NA,NA,2025,1,31
F-sHHeq2LwQ,Private video,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney,Bloomberg_Surveillance_Radio_with_Tom_Keene_and_Paul_Sweeney.csv,2025-03-07T16:37:26Z,NA,NA,NA,NA,2025,3,7
eUtBoEXBSmw,Private video,Bloomberg_Surveillance_with_Jon__Lisa_and_Annmarie__Full_shows_,Bloomberg_Surveillance_with_Jon__Lisa_and_Annmarie__Full_shows_.csv,2024-09-19T15:31:40Z,NA,NA,NA,NA,2024,9,19
Hx9MucX2eo0,Private video,Bloomberg_Surveillance_with_Jon__Lisa_and_Annmarie__Full_shows_,Bloomberg_Surveillance_with_Jon__Lisa_and_Annmarie__Full_shows_.csv,2024-05-29T16:19:21Z,NA,NA,NA,NA,2024,5,29
IEgxYtrsIAY,Private video,Bloomberg_Surveillance_with_Jon__Lisa_and_Annmarie__Full_shows_,Bloomberg_Surveillance_with_Jon__Lisa_and_Annmarie__Full_shows_.csv,2024-02-07T16:40:50Z,NA,NA,NA,NA,2024,2,7
Q1ve6Gr3g7M,Private video,Bloomberg_Surveillance_with_Tom__Jon_and_Lisa__Full_Shows_,Bloomberg_Surveillance_with_Tom__Jon_and_Lisa__Full_Shows_.csv,2023-04-05T15:51:20Z,NA,NA,NA,NA,2023,4,5
3BVbyDUQhCA,Private video,Bloomberg_Surveillance_with_Tom__Jon_and_Lisa__Full_Shows_,Bloomberg_Surveillance_with_Tom__Jon_and_Lisa__Full_Shows_.csv,2023-03-22T20:39:01Z,NA,NA,NA,NA,2023,3,22
6ECNl68qOnA,Private video,Bloomberg_Surveillance_with_Tom__Jon_and_Lisa__Full_Shows_,Bloomberg_Surveillance_with_Tom__Jon_and_Lisa__Full_Shows_.csv,2022-11-21T22:26:47Z,NA,NA,NA,NA,2022,11,21
OOcrB_fqKHs,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2025-04-09T04:49:43Z,NA,NA,NA,NA,2025,4,9
oktHG1G-mK0,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2025-03-31T04:01:50Z,NA,NA,NA,NA,2025,3,31
eKfNG2cvCkU,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2025-03-17T04:52:29Z,NA,NA,NA,NA,2025,3,17
vzsPKiLLlg4,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2025-03-12T04:40:34Z,NA,NA,NA,NA,2025,3,12
cTynCn8xjm0,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2025-03-12T04:38:56Z,NA,NA,NA,NA,2025,3,12
XnqxoSeNAg4,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2025-03-03T03:24:32Z,NA,NA,NA,NA,2025,3,3
9uvB9CEmYNM,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2025-02-20T05:26:55Z,NA,NA,NA,NA,2025,2,20
GDKA9_6brf0,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2025-01-09T04:35:43Z,NA,NA,NA,NA,2025,1,9
LZM4Rpg6kHA,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-11-13T03:28:18Z,NA,NA,NA,NA,2024,11,13
mj-Emynqm_0,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-09-02T04:37:52Z,NA,NA,NA,NA,2024,9,2
ybs1jl3M3fg,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-08-22T04:49:26Z,NA,NA,NA,NA,2024,8,22
i24NsB5dQTM,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-08-05T05:10:55Z,NA,NA,NA,NA,2024,8,5
zVzHdYAEcqM,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-07-15T04:42:00Z,NA,NA,NA,NA,2024,7,15
UrjTaAWG6bY,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-07-12T04:50:09Z,NA,NA,NA,NA,2024,7,12
4MluBmzP5aw,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-07-05T05:21:16Z,NA,NA,NA,NA,2024,7,5
2G4CzbfQLbY,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-06-26T04:32:03Z,NA,NA,NA,NA,2024,6,26
La7E8wUiA3w,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-06-21T02:24:00Z,NA,NA,NA,NA,2024,6,21
ucmCISzss_k,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-06-04T04:29:43Z,NA,NA,NA,NA,2024,6,4
K3G3pyCUyko,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-05-22T04:19:34Z,NA,NA,NA,NA,2024,5,22
-MbyPoxl7nw,Private video,Bloomberg_The_China_Show,Bloomberg_The_China_Show.csv,2024-05-03T02:49:13Z,NA,NA,NA,NA,2024,5,3
-SHBpjM-ifM,Private video,Bloomberg_The_Close__Full_Shows_,Bloomberg_The_Close__Full_Shows_.csv,2024-07-30T23:34:23Z,NA,NA,NA,NA,2024,7,30
yp5YCqW26NE,Private video,Bloomberg_The_Close__Full_Shows_,Bloomberg_The_Close__Full_Shows_.csv,2024-07-30T23:18:13Z,NA,NA,NA,NA,2024,7,30
V8gx42Wc4-E,Private video,Bloomberg_The_Close__Full_Shows_,Bloomberg_The_Close__Full_Shows_.csv,2024-07-30T23:18:07Z,NA,NA,NA,NA,2024,7,30
ow-mflWGhRY,Private video,Bloomberg_The_Close__Full_Shows_,Bloomberg_The_Close__Full_Shows_.csv,2024-07-30T23:00:13Z,NA,NA,NA,NA,2024,7,30
k1TjVYId8tE,Private video,Bloomberg_The_Close__Full_Shows_,Bloomberg_The_Close__Full_Shows_.csv,2024-07-30T22:44:54Z,NA,NA,NA,NA,2024,7,30
nuIBdpGKk0o,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-12-30T05:16:39Z,NA,NA,NA,NA,2024,12,30
RTQuJijuE60,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-12-02T08:25:10Z,NA,NA,NA,NA,2024,12,2
yDMXD8OiciE,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-10-14T05:35:34Z,NA,NA,NA,NA,2024,10,14
LmcmpKMVvMs,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-10-10T06:43:17Z,NA,NA,NA,NA,2024,10,10
t4tbJ1lxRD0,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-09-02T05:07:33Z,NA,NA,NA,NA,2024,9,2
y4qrxLdKcAo,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-07-18T09:20:39Z,NA,NA,NA,NA,2024,7,18
QyJ9AZceInk,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-06-07T06:08:56Z,NA,NA,NA,NA,2024,6,7
8ple4SErPiE,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-06-06T05:50:05Z,NA,NA,NA,NA,2024,6,6
RltmUMd-9Qc,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-06-06T05:01:48Z,NA,NA,NA,NA,2024,6,6
ic33BVxFjFM,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-06-06T04:49:20Z,NA,NA,NA,NA,2024,6,6
mGFkv4-_eHE,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-05-30T10:32:23Z,NA,NA,NA,NA,2024,5,30
prIh4DS2iMQ,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-05-29T09:20:32Z,NA,NA,NA,NA,2024,5,29
YBBUB8DhXS8,Private video,Horizons_Middle_East__Africa,Horizons_Middle_East__Africa.csv,2024-05-22T08:15:01Z,NA,NA,NA,NA,2024,5,22
9jXIq7zXKpg,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-12-10T03:33:16Z,NA,NA,NA,NA,2024,12,10
m-yeuAAp66M,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-09-26T00:07:08Z,NA,NA,NA,NA,2024,9,26
HqsVcIUJstg,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-06-13T04:56:36Z,NA,NA,NA,NA,2024,6,13
yf3WIQKJeoo,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-09-05T01:53:07Z,NA,NA,NA,NA,2024,9,5
sH78yC8DmG4,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-09-05T01:54:26Z,NA,NA,NA,NA,2024,9,5
pl1pKlKJToM,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-09-25T03:55:08Z,NA,NA,NA,NA,2024,9,25
w5CzxDuk2Io,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-11-05T22:59:39Z,NA,NA,NA,NA,2024,11,5
TN4mXtx86VQ,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-11-14T01:07:44Z,NA,NA,NA,NA,2024,11,14
bzhId7NXRDc,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-11-14T01:13:18Z,NA,NA,NA,NA,2024,11,14
04TsraTDDTs,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-11-14T03:31:36Z,NA,NA,NA,NA,2024,11,14
GxMgVQw7sI0,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-11-18T01:44:09Z,NA,NA,NA,NA,2024,11,18
PNYD974kEhI,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-11-22T01:11:17Z,NA,NA,NA,NA,2024,11,22
0iqiMwys3ZY,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-11-27T01:47:37Z,NA,NA,NA,NA,2024,11,27
2sCmqSZ_mZM,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-12-11T02:09:27Z,NA,NA,NA,NA,2024,12,11
b2V3XK1Kx4k,Private video,The_Asia_Trade,The_Asia_Trade.csv,2024-12-30T03:12:55Z,NA,NA,NA,NA,2024,12,30
xqCuPv7kmS4,Private video,The_Asia_Trade,The_Asia_Trade.csv,2025-02-13T01:47:50Z,NA,NA,NA,NA,2025,2,13
bTGfpOOsng4,Private video,The_Asia_Trade,The_Asia_Trade.csv,2025-02-26T04:26:47Z,NA,NA,NA,NA,2025,2,26
75Z9adv2Ofc,Private video,The_Opening_Trade,The_Opening_Trade.csv,2025-03-21T08:21:45Z,NA,NA,NA,NA,2025,3,21
LNnXfZKTako,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-10-30T14:41:33Z,NA,NA,NA,NA,2024,10,30
f5g3MTxLlQI,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-08-02T12:28:29Z,NA,NA,NA,NA,2024,8,2
AEM4qcYVTCQ,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-07-17T07:10:56Z,NA,NA,NA,NA,2024,7,17
gqeXYmygGQM,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-06-19T08:00:22Z,NA,NA,NA,NA,2024,6,19
PP7d4h-wwZg,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-06-19T07:42:22Z,NA,NA,NA,NA,2024,6,19
K-eVI_a7zf0,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-06-13T08:40:38Z,NA,NA,NA,NA,2024,6,13
761Xw8xUznU,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-05-24T08:10:45Z,NA,NA,NA,NA,2024,5,24
BDKx6CM3exw,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-05-17T09:26:23Z,NA,NA,NA,NA,2024,5,17
fMW3KjH1PTY,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-05-13T07:13:05Z,NA,NA,NA,NA,2024,5,13
wC6yTfQ2P3E,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-05-07T11:57:48Z,NA,NA,NA,NA,2024,5,7
azglqkRLMXI,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-05-03T08:56:49Z,NA,NA,NA,NA,2024,5,3
dRfGStVT1sw,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-05-01T09:34:52Z,NA,NA,NA,NA,2024,5,1
KS73hR8-Lu4,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-05-01T09:34:52Z,NA,NA,NA,NA,2024,5,1
poUZ6n3Fqg0,Private video,The_Opening_Trade,The_Opening_Trade.csv,2024-05-01T09:34:52Z,NA,NA,NA,NA,2024,5,1
